<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.10	10194.491	10499.484	10086.187	10494.535	85228	0	141
2019.12.11	10494.491	10497.203	10345.115	10404.751	85274	0	144
2019.12.12	10404.735	10482.002	10227.616	10449.750	85300	0	143
2019.12.13	10449.719	10573.157	10306.334	10375.384	85236	0	144
2019.12.14	10375.341	10392.397	10198.209	10264.417	85233	0	142
2019.12.15	10264.400	10521.587	10217.303	10521.531	85224	0	143
2019.12.16	10521.526	10556.804	10274.427	10299.902	85211	0	143
2019.12.17	10299.900	10599.181	10286.819	10509.509	85260	0	144
2019.12.18	10509.494	10569.354	10407.451	10460.309	85237	0	145
2019.12.19	10460.291	10492.542	10321.298	10321.298	85232	0	144
2019.12.20	10321.281	10626.197	10275.580	10590.726	85266	0	143
2019.12.21	10590.697	10623.195	10308.905	10323.600	85324	0	144
2019.12.22	10323.585	10328.767	10083.331	10251.037	85190	0	141
2019.12.23	10250.989	10387.751	10094.059	10346.723	85222	0	141
2019.12.24	10346.692	10581.550	10344.744	10495.516	85237	0	144
2019.12.25	10495.470	10620.632	10467.701	10547.066	85240	0	146
2019.12.26	10547.033	10558.016	10295.295	10315.855	85193	0	144
2019.12.27	10315.851	10461.540	10265.975	10391.097	84805	0	143
2019.12.28	10391.078	10483.598	10129.099	10129.099	85177	0	141
2019.12.29	10129.077	10212.030	10039.457	10135.481	85177	0	140
2019.12.30	10135.455	10344.259	10084.305	10311.348	85230	0	141
2019.12.31	10311.324	10390.265	10202.295	10375.920	85270	0	142
2020.01.01	10375.880	10642.793	10354.576	10594.670	85285	0	144
2020.01.02	10594.648	10648.349	10339.239	10339.239	85284	0	144
2020.01.03	10339.236	10703.668	10333.875	10664.676	85239	0	144
2020.01.04	10664.673	10683.896	10314.701	10314.701	85285	0	144
2020.01.05	10314.676	10572.496	10312.767	10387.718	85228	0	144
2020.01.06	10387.709	10439.462	10122.773	10182.319	85212	0	141
