<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2002.04.14	301.90	306.60	297.15	302.60	3875	0	0
2002.04.21	302.00	312.50	301.35	311.60	3520	0	0
2002.04.28	310.75	313.85	306.35	312.20	4095	0	0
2002.05.05	311.50	314.40	307.55	311.30	3775	0	0
2002.05.12	310.60	312.65	305.95	311.30	2845	0	0
2002.05.19	310.60	324.48	309.75	320.80	5431	0	0
2002.05.26	320.30	330.25	319.50	326.80	5290	0	0
2002.06.02	326.30	332.15	319.75	324.20	5150	0	0
2002.06.09	324.60	325.60	315.45	319.60	4970	0	0
2002.06.16	319.10	325.60	316.25	324.90	3340	0	0
2002.06.23	324.40	327.30	309.90	314.70	6980	0	0
2002.06.30	313.70	316.40	310.00	311.80	2745	0	0
2002.07.07	311.20	318.50	309.90	316.30	4165	0	0
2002.07.14	315.70	326.40	315.50	324.20	4045	0	0
2002.07.21	323.70	326.23	300.50	304.00	7516	0	0
2002.07.28	304.20	308.50	298.45	307.40	4180	0	0
2002.08.04	307.10	316.05	303.70	314.80	4985	0	0
2002.08.11	314.30	318.50	310.80	314.20	3795	0	0
2002.08.18	313.70	316.40	303.95	307.30	4745	0	0
2002.08.25	306.70	315.30	306.20	313.00	3575	0	0
2002.09.01	312.50	322.10	310.90	320.50	3005	0	0
2002.09.08	319.90	324.60	314.40	317.10	4000	0	0
2002.09.15	316.55	324.50	313.50	322.15	8492	0	0
2002.09.22	322.15	328.30	318.50	319.95	7833	0	0
2002.09.29	320.25	325.50	319.00	322.25	4885	0	0
2002.10.06	322.25	323.70	315.90	316.75	3369	0	0
2002.10.13	318.45	319.10	310.22	312.85	9091	0	0
2002.10.20	312.50	314.60	308.50	313.05	4785	0	0
2002.10.27	313.27	321.80	312.50	318.75	6594	0	0
2002.11.03	320.35	323.50	316.50	321.55	5760	0	0
2002.11.10	321.55	325.40	316.50	320.55	8395	0	0
2002.11.17	320.55	322.50	316.30	321.05	6153	0	0
2002.11.24	320.15	321.50	315.62	317.90	4227	0	0
2002.12.01	318.47	329.60	315.70	326.25	8188	0	0
2002.12.08	326.57	336.00	322.30	330.55	7011	0	0
2002.12.15	333.15	354.72	331.90	340.75	10693	0	0
2002.12.22	340.76	351.51	340.45	349.25	5549	0	0
2002.12.29	349.17	353.50	341.10	351.25	7135	0	0
2003.01.05	349.85	357.75	344.45	354.75	13924	0	0
2003.01.12	354.75	359.20	345.51	356.55	12530	0	0
